00D2A6	03	24	そうか！<FD>じゃいそがないと！<FE>あんないしてくれ！	ok! <FD>hurry!   <FE>guide me!	FD
00D2BF	03	43	オレがついていく！<FB>ごはんはブルマさんとここで<FD>まっててくれ！<FE>わかりました<FE>いこう…	ill go 2 <FB>gohan stay   <FD>w bulma<FE>ok sir<FE>go..	FE
00D2EB	03	92	お…おのれ…<FD>き…きさまなんぞにわたして<FD>たまるか！<FE>どこまでもごうじょうな<FD>じじいだ…<FB>まあ　いい<FD>スキにしろじぶんでさがす…<FE>さて…と<FD>さがすか…<FE>セーブする？<FE>はーっはっはっは！	u fool<FD>ill never    <FD>up!! <FE>so stubborn<FD>geezr<FB>fine <FD>ill find it  <FE>well<FD>find <FE>save? <FE>hahahaha!	FD
00D348	03	7	ざまあみやがれ	serves 	FE
00D4A6	03	150	つッマッゴッぴッピッ<E9>ッいャらャソャムャリャォャどうしたの<FD>ずいぶん　はやかったじゃない<FE>わかった<FD>こわくてにげてきたんでしょ<FE>ちがいますよ<FD>でも<FD>すこしだけやすませてください<FE>それじゃいってきます<FE>このほし<FD>やたらとぶっそうみたいだから<FD>きをつけていくのよ<FE>つかれてるみたいね<FD>やすんでいきなさいよ	r<66><56><66><C8><66><D9><66><DE><66><E9><66>b<67><27><67><46><67><58><67><5F><67><6E><67>whats<FD>that was quick<FE>aha <FD>u ran scared <FE>no way<FD>so<FD>let me rest   <FE>im off now<FE>this<FD>place is risky<FD>careful! <FE>tired huh<FD>go rest up	FE
00D53D	03	31	そうだ<FD>これをもっていってください<FB>ステータスがめんでたべると	oh <FD>take this    <FB>eat on status	FD
00D55D	03	127	せいめいりょくがすこし<FD>かいふくします<FE>ひじょうしょくをてにいれた<FE>クリリンさん<FD>きをつけてください<FE>ここの　いわのあいだが<FD>いいですよ<FE>えーっこんなとこーっ<FE>ここならみつかりませんよ！<FE>これからごはんをつれて<FD>さいちょうろうさんの<FD>ところにいってきます	n it heals <FD>some hp<FE>got rations  <FE>kril  <FD>careful  <FE>between the<FD>rocks<FE>ehh here?!<FE>safe spot!   <FE>w gohan 2  <FD>the elder <FD>right now 	FE
00D5E0	03	108	な　なによ！<FD>こんなところにわたしひとりで<FD>おいていくわけ！？<FE>ごはんがさいちょうろうさんに<FD>あえば<FB>ひょっとしてベジータに<FD>ひってきするほどのつよさに<FD>なるかもしれないんです！<FE>ガマンしてください…<FE>わかったわよ！	what! <FD>leaving me all<FD>alone?!  <FE>if gohan meets<FD>him<FB>he may get <FD>strong enuf 2<FD>match vegeta<FE>bear w it <FE>fine!! 	FE
00D64D	03	69	それと<FD>ドラゴンボールは<FD>ここにおいていきます<FB>それじゃさっそくでかけます<FE>しょくじは　もてるだけ<FD>もっていったほうがいいわ<FE>ひ…ひどい…	oh <FD>the dbs <FD>stay here <FB>were off then<FE>take all   <FD>food u can  <FE>awful.	FE
00D693	03	12	あっちだ<FE>みずのなか！？	over<FE>water!?	FE
00D6A0	03	14	そうか！<FD>むらのひとあわてて	ah! <FD>villagers	FD
00D6AF	03	87	かくしたのかもしれない<FE>よーし！！<FE>だからおとなしく<FD>わたせばいいんだよ！<FB>おまえがもってるんだろ<FD>ドラゴンボール！<FE>わしには　なんのことか<FD>わからんといっている<FD>じゃろう！	hid it     <FE>ok!! <FE>so just <FD>hand it up<FB>u have it  <FD>the db! <FE>i told u i <FD>dont know <FD>what!	FE
00D707	03	33	いつまでもしらをきってると<FD>そこのやつみたいに<FD>ころしちゃうよ！！	keep quiet n <FD>ull die  <FD>like him!	FE
00D729	03	9	あいつらーっ！！！	u jerks!!	FE
00D733	03	58	おおよくやった<FD>おまえはちきゅうじんじゃな<FE>よし<FD>おまえにドラゴンボールの<FD>かくしばしょをおしえてやろう<FD>ついてこい	nice   <FD>ur earthman  <FE>ok<FD>ill tell u  <FD>where the db  <FD>come 	FE
00D772	03	69	ここじゃ<FD>いせいじんがこのいけの<FD>なかにドラゴンボールを<FB>かくしておったのを<FD>わしはみとったんじゃ<FE>そうじゃ<FD>たすけてくれたれいをせんとな	here<FD>aliens hid <FD>db in this <FB>i saw it <FD>do it     <FE>yes <FD>i must thank u	FD
00D7B8	03	57	わしにはかわったのうりょくが<FB>あってな<FD>おぬしのステータスを<FD>ちょっとだけあげてやろう<FE>ほいっ！<FE>せいめいりょくが	i have a power<FB>so  <FD>ill raise <FD>status a bit<FE>here<FE>health  	FD
00D7F2	03	59	１０００あがった<FE>よし<FD>それじゃがんばるんじゃぞ<FE>さいちょうろうさまのいえは<FD>こっちです<FE>ここをこっちにいけばいいのか	1000 up <FE>ok<FD>do ur best  <FE>elder home is<FD>here <FE>go this way?  	FE
00D831	03	50	いそごう<FE>あのガキどものしょうたいは<FD>なんだったんだ<FD>ありゃただものじゃなかったな<FE>ぐわあああーっ！	rush<FE>who were they<FD>brats  <FD>no normal kids<FE>gwaaah! 	FE
00D864	03	214	よう<FD>ずいぶんひさしぶりだったな<FD>ドドリアさんよ<FE>ベジータ！！<FD>こ　このオレをふいうち<FD>しやがったのはてめえか<FE>まあいい<FD>おとなしくそのスカウターを<FD>おれにわたしてきえるんだな<FB>そうすりゃこのばだけは<FD>みのがしてやるぜ<FE>きさまらスカウターを<FD>すべてなくしたのか！！<FE>きでもちがったか<FD>なんでこわしやがった！！<FE>オレにはもうひつようが<FD>なくなったからさ<FE>フリーザはサイヤじんの<FD>そこしれぬかのうせいを<FD>おそれている…！<FE>…だめだ…	yo<FD>been a while <FD>dodoria<FE>vegeta<FD>u ambushed <FD>me didnt u <FE>fine<FD>give me ur   <FD>scouter n go <FB>then ill   <FD>u go now<FE>u lost all<FD>scouters!? <FE>r u nuts<FD>why break em<FE>i dont need<FD>em now  <FE>freeza fear<FD>the saiyans<FD>power!  <FE>no...	FD
00D93B	03	5	しんでる…	dead.	FE
00D941	03	3	あっ！	ah!	FD
00D945	03	39	まだいきてるぞっ<FE>とりあえず<FD>ブルマさんのところにもどるか<FE>ここがふるさとか…	alive!  <FE>well <FD>back to bulma <FE>my home..	FD
00D96D	03	48	なるほど…<FD>みょうになつかしいきぶんだ<FB>ごはんを<FD>さがさなくてはな…<FD>このちかくじゃなさそうだな	i see<FD>so nostalgic <FB>must<FD>find son <FD>not near here	FB
00D9A0	03	44	とおくにとんでもなくでかい<FD>きをかんじるこれか…！<FB>そのちかくにも<FD>でかいきがみっつ…！	a huge ki far<FD>away. this <FB>near it<FD>3 big kis!	FE
00D9CD	03	3	む！？	hm?	FD
00D9D1	03	11	かすかなきをかんじる…	a faint ki.	FE
00D9DD	03	10	…オレとそっくりだ…	like me...	FD
00D9E8	03	160	ナメックせいじんか…<FE>ち…ちきゅうじんのいっていた<FD>ナメックせいじんか…<FD>よ…よかった…<FE>ほう　いろいろとじじょうを<FD>しっているようだな…<FB>ならばさきをいそいでいること<FD>もしっているだろう<FD>わるいがみごろしにしていくぞ<FE>しんじられんほどのパワーを<FD>みにつけているが<FD>それではフリーザにはかてん<FB>わ…わたしと　どうかしろ！	a namekian<FE>the namekian  <FD>earthling <FD>told of<FE>oh u seem to <FD>know a lot<FB>then u know i <FD>must rush<FD>sorry ur dying<FE>amazing power<FD>u have  <FD>but not enuf <FB>fuse with me!	FD
00DA89	03	156	そうすればおまえの<FD>ちからがすうばいにもなる<FE>わるいがオレはオレでいたい<FE>し…しんぱいするな<FD>じんかくはおまえのものだ…<FD>わたしはただのきっかけだ…<FE>いいだろうためしてやる<FE>…よし…ぜったいにフリーザ…<FD>をたおせ…<FE>きさまにいわれるまでもない<FE>ま…まさかこんなことが<FD>なんというしんじられんほどの<FD>ちからが…！！	ur power <FD>will multipy<FE>i want 2 be i<FE>dont fear<FD>u keep ur mid<FD>i am just key<FE>ok ill try <FE>yes.. beat him<FD>4 sur<FE>i know that  <FE>no way this<FD>such unreal   <FD>power.!	FB
00DB26	03	30	オレはいま<FD>きゅうきょくのパワーを<FD>てにいれたぞーっ！！！！	i now<FD>have utmost<FD>power!!!!   	FE
00DB49	03	76	そんごくうはしょうぶでは<FD>かっていたが…<FB>おいつめられたフリーザは<FD>ナメックせいそのものを…<FD>けしさってしまった…<FE>かいおうさま<FD>ちきゅうのかみですが…	goku had won<FD>the win<FB>but cornered<FD>freeza erasd<FD>all namek <FE>kng ka<FD>earths god 	FE
00DB96	03	72	あ…ああきこえておる<FE>いまドラゴンボールを<FD>あつめさせておりますので<FB>おせわになったものたちも<FD>いきかえることが…<FE>ん？　おぬしいきておるのか！	ah i hear <FE>we gather <FD>the dbs now <FB>so those los<FD>can live <FE>u r alive!?   	FD
00DBDF	03	26	ということはピッコロも<FD>しんではおらんということか？	then picolo<FD>is alive too!?	FE
00DC00	03	112	ナメックせいは<FD>なくなっておらん！！<FD>みんないきておったぞーっ！！<FE>たったいますべてのボールを<FD>あつめたとれんらくが<FD>はいりました<FE>おおそうか！！<FE>ちきゅうのドラゴンボールは<FD>なんにんでもいきかえらせる<FD>ことができるのだろ！	namek  <FD>still here<FD>all r alive!! <FE>all balls r  <FD>gathered  <FD>we hea<FE>i see! <FE>earth dbs can<FD>revive many  <FD>as we want	FE
00DC77	03	3	うむ…	hm.	FE
00DC7B	03	165	よしっきめたぞ！！<FB>かみよ　ねがいは<FD>フリーザいちみに<FD>ころされたものたちを<FB>いきかえらせてくれ…じゃ<FE>それでおそらくフリーザたちの<FD>えいきょうでじゅみょうを<FD>ちぢめたさいちょうろうも<FB>いきかえる<FD>ナメックせいのドラゴンボール<FD>のさいごのねがいで<FB>フリーザいがいのナメックせい<FD>にいるものをちきゅうに<FD>しゅんかんいどうさせてしまう	decided! <FB>god hear<FD>all dead<FD>by freeza <FB>come back!  <FE>that revives  <FD>the elder as<FD>freeza hurt <FB>too  <FD>the namek dbs <FD>last wish<FB>send all but  <FD>freeza off <FD>namek to earth	FB
00DD21	03	11	のじゃ<FE>な…なるほど…	yes<FE>i see..	FE
00DD2D	03	7	いそいでくれ！	hurry!!	FE
00DD35	03	242	では<FD>いますぐに…！<FE>やったぞ！！<FD>みんないきかえっておる<FE>ナメックせいさいちょうろうよ<FD>わしはきたぎんがのかいおうだ<FD>………というわけでいますぐ<FB>シェンロンにたのんでくれ！！<FD>フリーザをのぞくものたちすべ<FD>てをちきゅうにおくってくれと<FE>わかりました<FD>それではデンデにれんらくを<FE>かえてくれっ！そのねがいを！<FD>フリーザとオレをのぞいたもの<FD>たちすべてを…に<FE>きもちはわかるがごくう…<FD>ここはひとまず…<FE>ここでしょうぶをつけなければ<FD>オレはいっしょうあんたを<FD>うらむ…！<FE>わ…わかった…	ok<FD>now!!  <FE>we did<FD>all revived<FE>elder of namek<FD>i am north kai<FD>so right now <FB>ask shenron!! <FD>send all but  <FD>freeza 2 earth<FE>i see <FD>ill tell dnd <FE>change the wsh<FD>all but freeza<FD>and me..<FE>i know how u<FD>feel son<FE>if i dont win <FD>here ill hat<FD>u 4ev<FE>i see..	FD
00DE28	03	29	おまえがそれほどのぞむなら…<FD>かならずいきてかえるんだぞ…	if u wish it  <FD>come back safe	FE
00DE49	03	45	デンデよさいちょうろうだ<FD>さいごのねがいをいってほしい<FE>あ…あれは…<FD>ドラゴンボール！！！	dnd the eldr<FD>says the wish <FE>th.tha<FD>a dragnbal	FE
00DE7D	03	21	このフリーザを<FD>ふろうふしにしろーっ！！！	make me<FD>immortal now!	FE
00DE93	03	11	しっしまったーっ！！！	oh no!!!   	FE
00DEB4	03	46	いいだろう　りょうかいした<FB>ではここにいるふたりをのこし<FD>ぜいいんをちきゅうにいどう<FD>させる	fine. i see  <FB>all but these <FD>go to earth  <FD>yes	FE
00DEE7	03	114	どうやらここのことばで<FD>いわないとねがいは<FD>かなわなかったようだな…<FE>ほしがちぢみはじめた…<FD>そうながくはもたないだろう…<FB>どちらにしろきさまには<FD>し　しかないがな…<FE>かもな<FE>セーブする？<FE>いいかげんに<FD>しゃべったらどうですか？	i had 2 use<FD>their wrd<FD>4 the wish  <FE>it shrinks <FD>it wont last  <FB>either way <FD>will die <FE>may<FE>save? <FE>cmon  <FD>just talk   	FE
00DF5A	03	3	あっ…	ah.	FD
00DF5E	03	7	あぐぐ…が…！	agg.ah!	FE
00DF66	03	26	これがさいごの<FD>けいこくにしましょう<FE>ふ…くっくっく	this is<FD>last warn <FE>heh heh	FD
00DF81	03	50	そろそろデンデが<FD>ちきゅうじんのところに<FB>つくころだ…<FD>あいことばをつたえにな…<FE>なっ<FD>なにっ！！？	dnd will<FD>reach them <FB>soon. <FD>w the code  <FE>wh<FD>what!?	FE
00DFB4	03	112	くるときに<FD>すれちがったあいつか…！！<FE>お　おのれーっ！<FD>ただのじかんかせぎだったのか<FE>ここは<FD>ムーリむらのさんげき<FD>です<FE>ここは<FD>ツーノむらのひげき<FD>です<FE>イベントみかんせいです<FE>ブルマから<FD>ドラゴンレーダーを<FD>もらった！	that <FD>i passed him <FE>damn him<FD>just stalling <FE>the<FD>muri town <FD>ok<FE>the<FD>is tsuno <FD>ok<FE>unfinished <FE>bulma<FD>gave radr<FD>2 me!	FE
00E025	03	13	あと３０ぷんってとこか！！	30 min left!!	FE
00E033	03	114	ばかめ！<FD>オレのかいふくりょくを<FD>みくびっていたようだな！！！<FE>しめたっ！<FD>うちゅうせんのなかに<FD>フリーザはいないようだ…！<FE>フリーザのことだ<FD>きっとドラゴンボールは<FD>このなかにある！<FE>あったぞ！<FD>ドラゴンボールだ！！<FE>よしっ！	fool<FD>u misjudged<FD>my heal power <FE>yes! <FD>in the shp<FD>no freeza in <FE>its him <FD>the dbs r  <FD>in here <FE>found<FD>dragonball<FE>yes!	FD
00E0A6	03	11	こんどはオレだっ！！！	my turn now	FE
00E0B2	03	3	あっ！	ah!	FD
00E0B6	03	23	ドッドラゴンボールが…！！！<FD>ベジータだ！！！	the dragonbals<FD>vegeta!!	FE
00E0CE	03	11	あ…あのヤローッ！！！	that jerk!!	FE
00E0DA	03	68	なんたるしゅうたいですか…！<FD>ベジータをにがしてしまった<FD>うえにドラゴンボールまで…！<FE>はやくおうんですよっ！！！<FE>おっおのれーっ！！！	what a mess   <FD>vegeta fled  <FD>n took the dbs<FE>go after him <FE>damn him!!	FE
00E11F	03	10	ふっかーつ！<FE>ん！？	revivd<FE>hm?	FD
00E12A	03	44	なんだ？<FE>ふねだ！<FD>おりたぞ<FE>ここは　ベジータにしれたんだ<FD>は　はやくいどうしないと…！	what<FE>ship<FD>land<FE>vegeta knows  <FD>we must move!!	FE
00E157	03	27	ごはんくんはまだなのっ！！<FE>ま　まだみえないです…！！	is gohan back<FE>cant see him 	FE
00E17D	03	25	クリリンさーん！<FE>これ！<FD>みつけたんですよっ！！！	kril!!  <FE>the<FD>i found it!!	FE
00E197	03	5	やったぜ！	yes!!	FE
00E19D	03	102	ごはんくんえらいっ！<FE>じじょうはあとではなす！<FD>いそいでここをはなれるぞ！！<FE>あれほどのパワーを<FD>ほこっていたドドリアを<FD>しとめた…そして<FE>フリーザはサイヤじんの<FD>そこしれぬかのうせいを<FD>おそれている…！	nice gohan<FE>ill explain <FD>hurry lets go <FE>dodoria  <FD>had big pwr<FD>he beat <FE>freeza fear<FD>the saiyans<FD>power..!	FE
00E204	03	8	カ…カカロット…	kakarot.	FE
00E20D	03	24	ごくう…！<FE>お　おとうさんきをつけて<FD>あいつら…	goku.<FE>dad careful <FD>they.	FE
00E226	03	25	だいじょうぶだ！<FD>こいつらオラひとりで<FD>かたづける	its ok! <FD>ill get em<FD>alone	FE
00E248	03	103	さいちょうろうさまが<FD>おまちだ　そばまですすみ<FD>はなしかけるがいい<FE>ドラゴンボール<FD>もらえるといいですね<FE>ようこそ…<FE>わがこデンデを　たすけて<FD>いただいたれいをいいたい<FD>ありがとう…<FE>たんとうちょくにゅうに	the elder <FD>waits. go up<FD>speak 2 m<FE>hope u <FD>get the db<FE>welcm<FE>u saved dnd <FD>i thank u   <FD>thanks<FE>to be blunt	FD
00E2B0	03	487	いいますが<FB>そのドラゴンボール<FD>オレに<FD>かしてもらえませんか<FE>ねがいがかなえば<FD>ちきゅうのドラゴンボールも<FD>よみがえるのです…！<FE>なに？<FD>ちきゅうにも…<FE>そうかカタッツのこだ…！<FB>あのこはたしかに<FD>りゅうぞくのてんさいじ<FD>ドラゴンボールをつくりだせる<FE>しんだのか…<FE>ええサイヤじんにころされて…<FE>サイヤじん…<FD>まさか…スーパーサイヤじんか<FE>すまんがちきゅうのおかた<FD>ちょっとあなたのかこをさぐら<FD>せてくだされ…<FE>そうか　ふたつにわかれて…<FD>うまれもったてんさいてき<FD>ちからをはんげんさせたか…<FB>もとどおりひとつにさえなれば<FD>しなずにすんだかもしれんのに<FE>あなたたちののぞみは<FD>じゅんすいなものだし<FB>このドラゴンボールは<FD>あなたたちにさしあげます<FB>しかしわたしのいのちは<FD>あとすうじつしかもたない<FB>おそらくねがいはかなわない<FD>でしょう<FE>でも　あんなやつらに<FD>えいえんのいのちをあたえて<FD>しまうよりずっとましですから<FE>ところであなたは<FD>とびぬけたちからを<FD>もっているのですね…<FB>しかも　もったいないことに<FD>まだねむっているちからがある<FB>そのちからをおこしてあげま<FD>しょう<FE>え！？	but  <FB>that db  <FD>can<FD>u lend it?<FE>if works<FD>earth dbs 2  <FD>revive too<FE>wht<FD>earth 2<FE>i see katats<FB>that boy<FD>is a genius<FD>he can make db<FE>he die<FE>yes a saiyan  <FE>saiyan<FD>a super saiyan<FE>sorry human <FD>let me look at<FD>ur past<FE>split in 2   <FD>so ur gifted<FD>power halved <FB>if made whole <FD>u may not die <FE>ur wish is<FD>a pure one<FB>so this db<FD>is yours now<FB>but my life<FD>has days lft<FB>the wish may <FD>fail<FE>but better<FD>than giving  <FD>eternal life  <FE>also u  <FD>have such<FD>great powr<FB>but sadly    <FD>some sleeps   <FB>ill wake that<FD>up <FE>eh?	FD
00E498	03	11	ねむっているちから！？	sleeping pw	FE
00E4A4	03	9	あ…あわわ……！！	a.awaaa.!	FE
00E4AE	03	7	ち…ちからが…	powers.	FD
00E4B6	03	7	うひゃーっ！！	whoaaa!	FD
00E4BE	03	14	ちからがふきだしてきたっ！！	power pouring 	FE
00E4D1	03	206	あの　もうひとりのなかまを<FD>つれてきてもいいですか？<FD>きっととんでもないちからを<FB>ねむらせているとおもうんです<FE>つれてきなさい<FD>つよいせいぎはひとりでも<FD>おおいほうがいい…<FE>じゃあ<FD>いそいでつれてきます<FE>あなたたちののぞみが<FD>じゅんすいなものであることは<FD>わかりました<FB>このドラゴンボールは<FD>あなたたちにたくそうと<FD>おもいますがそのまえに<FB>ムーリというちょうろうの<FD>むらにこどもがひとり<FD>ひんしのじょうたいですが	can i bring  <FD>a friend 2? <FD>he must have <FB>huge sleep pwr<FE>bring m<FD>more strong <FD>is good  <FE>ok <FD>ill hurry <FE>ur wish is<FD>a pure one i c<FD>i know<FB>so this db<FD>is urs but <FD>first of al<FB>in muri town<FD>village a <FD>a kid dies  	FB
00E5A0	03	312	いきのこっています<FD>そのこをここまでつれてきては<FD>もらえないでしょうか<FE>ムーリさんのむら…！？<FE>いちばんさいごに<FD>フリーザといういせいじんに<FD>おそわれたむらです<FE>わかりました<FD>それじゃさっそく<FE>ほんとうに<FD>ありがとうございます<FE>このドラゴンボールは<FD>あなたたちにさしあげます<FB>しかしわたしのいのちは<FD>あとすうじつしかもたない<FB>おそらくねがいはかなわない<FD>でしょう<FE>しかしあなたたちの<FD>これまでのこうどうが<FD>じゅうぶんのひょうかに<FB>あたいするとはいえません<FD>そこでひとつのしれんを<FD>うけてもらいたい<FB>ネイルとのちからくらべで<FD>しょうりしたとき<FB>ドラゴンボールはあなたたちの<FD>ものになるでしょう<FE>ついてこい<FD>わたしとしょうぶだ！	but alive<FD>can u bring   <FD>kid 2 me? <FE>muris town <FE>the last<FD>place hit by <FD>by freeza<FE>i see <FD>well thn<FE>truly<FD>thank u al<FE>so this db<FD>is yours now<FB>but my life<FD>has days lft<FB>the wish may <FD>fail<FE>but what <FD>u did so  <FD>far is not <FB>enough 4 me <FD>so take one<FD>a test  <FB>beat nail in<FD>a match <FB>n the db will <FD>be all ur<FE>come <FD>fight me! 	FE
00E6DE	03	154	きをつけてください！<FE>どうちゅうなにがおこるか<FD>わからん　きをつけてな<FE>つかれているようですね<FD>すこしのあいだきゅうけい<FD>していくといいでしょう<FE>いままでのたびをきろく<FD>することもできますが<FD>どうしましょう<FE>それではくれぐれも<FD>おねがいします<FE>セーブする？<FE>ケロケロ！<FD>セーブするケロ？<FE>いちにちがけいかした	be careful<FE>who knows   <FD>waits. care<FE>u seem tird<FD>rest a while<FD>it may help<FE>u can recrd<FD>ur trip so<FD>far. ok<FE>then do  <FD>do care<FE>save? <FE>ribit<FD>save rbt<FE>a day past	FE
00E7AD	03	35	ラァ。ァ<8A>ァげァどァダァ<E6>ァ<F0>ァきィちィろィ<EB>ュあのガケのむこうだ…！	<5E><6A><7C><6A><8A><6A><B3><6A><BE><6A><CE><6A><E6><6A><F0><6A>g<6B>q<6B><2B><6B><EB><68>past cliff!	FE
00E7D1	03	26	このむらにいるのは<FD>こいつらだけのようです<FE>そうか！	in town  <FD>only these <FE>i c!	FD
00E7EC	03	82	あのきかいで<FD>ほしにいるものを<FB>さがしだしているのか…<FD>ぜんぶで３つか<FD>よし…！<FE>わたしは<FD>あなたたちのドラゴンボール<FD>とやらをあつめている<FB>フリーザというものです	w that<FD>machine <FB>seeks all  <FD>3 total<FD>ok..<FE>i am<FD>gathering ur <FD>dragonbals<FB>i am freeza	FE
00E843	03	19	ここにも<FD>ひとつあるとおもうのですが？	one <FD>should be here	FE
00E857	03	86	なにもいわないつもりですか？<FD>ころしますよ<FE>おまえらなどに<FD>わたすわけにはいかない<FD>かえれ！！<FE>ほかのばしょではみなさん<FD>すなおにわたしてくれたんです<FD>が…<FE>うそをいえっ！	u will not tak<FD>i kill<FE>i wont <FD>hand it 2 u<FD>go!! <FE>elsewhere al<FD>handed em over<FD>bt<FE>u liar!	FD
00E8AE	03	71	きさまなどに<FD>すなおにわたすわけがない…！<FE>いえ　いえ　こうしたら<FD>すなおになられましたよ<FD>ザーボンさんみせてあげなさい<FE>おっおのれーっ！！！	2 u we<FD>we never would<FE>no no like <FD>they gave  <FD>zarbon show im<FE>damn him!!	FE
00E8F6	03	4	つあっ！	gah!	FE
00E8FB	03	76	こ…このやろー！！<FD>そんなチンケなわざでこのオレ<FD>がたおせるとでもおもったか<FE>しまった<FD>ヤツのねらいはスカウターだ！<FE>お…おのれっ…！<FE>カッカルゴッ！！	u brat!! <FD>u thought that<FD>weak move win<FE>drat<FD>he wants scout<FE>damn u..<FE>kakarot!	FE
00E948	03	13	ドドリアさんおまちなさい！	dodoria wait!	FE
00E956	03	83	これでおわかりでしょ<FD>いじをはるとつぎはそのこも<FD>しぬことになりますよ<FE>…やむをえん…<FB>だがやくそくしろ<FD>これいじょうむらのものには<FD>ぜったいてをださんと！<FE>ううう…	see now?  <FD>push me n the<FD>kid dies 2<FE>no help<FB>but swer<FD>u wont touch <FD>the village<FE>uuu.	FD
00E9AA	03	7	あ…あいつら…	those..	FE
00E9B2	03	120	お　おいごはん！<FD>へんなきおこすんじゃないぞ！<FB>と　とてもじゃないけどかなう<FD>あいてじゃないんだからな…！<FE>これをもってとっととたちされ<FE>ごくろうさま<FD>スカウターもこわされたし…<FB>あなたたちには<FD>しんでもらいましょうか<FE>なっなんだとっ！！！	oi gohan<FD>dont do anythg<FB>we cant win vs<FD>them at all ok<FE>take it n go  <FE>good j<FD>scouter broke<FB>u all  <FD>will die nw<FE>what say!!	FD
00EA2B	03	10	きっきさまらっ！！！	u jerks!!!	FD
00EA36	03	14	デンデにげろ！<FE>は　はいっ！	dnd run<FE>y yes!	FE
00EA45	03	33	ナメックせいじんのほこりを<FD>みせてくれるっ！！！<FE>ぐっへっへっへ！	ill show the <FD>namek prid<FE>gwehehe!	FD
00EA67	03	20	ほこりとやらをみせるヒマも<FD>なかったな！	no time 4 it <FD>pride!	FE
00EA7C	03	13	あ…！<FD>わあああーっ！！！	ah.<FD>waaaah!! 	FE
00EA8A	03	51	げへへへ……<FD>こんなガキぶっつぶしても<FD>つまらねえがな！<FB>まあとりあえずしねっ！<FE>やめろおおーっ！！！	gehehe<FD>crush brats <FD>is dull <FB>so just die<FE>stoooop!! 	FE
00EABE	03	57	な…なんだー！？<FD>てめえは！？<FE>おまえなんか！！！<FD>ボクがやっつけてやる！！！<FE>なんだとおー！！！<FE>ばかヤローッ！	what!?  <FD>u r!? <FE>u monster<FD>ill take u on<FE>what!!!  <FE>u fool!	FD
00EAF8	03	14	にげるんだっ！<FD>はやく！！！	run now<FD>hurry!	FE
00EB07	03	35	ち…ちくしょう…！<FE>おうんですよ　ドドリアさん！<FD>つかまえなさい！！！	damn it..<FE>get im dodoria<FD>catch him!	FE
00EB2B	03	11	うおおおおーっ！！！！	uooooh!!!! 	FE
00EDCE	03	248	ヘ<F4>フ　ヘなヘろヘトヘ３ヘ<94>ヘぎヘどヘべヘぺヘ<9F>ヘぺヘぺヘぺヘつかまえたぞ！<FD>ここがきさまのはかばだ！<FE>なんだってんだよ<FD>こいつらつぎからつぎへと<FD>わきでてきやがって<FE>おまえなんかにまけるもんか<FE>きさまオレがだれなのか<FD>わかってるのか<FE>や…やるじゃないか…だが<FE>つよがりばっかりいって…<FE>ダッシュからのたいあたりは<FD>ゆうこうにつかうと<FD>すごくこうかてきだ！<FE>ほう<FD>いせいだけは<FD>いちにんまえだな<FE>コマンドをつかいきると<FD>ぼうぎょやかいひにせんねん<FD>できるから<FB>こうげきがあたりにくくなる<FD>んだな…	<54><F4><53> <54>u<54><2B><54><4B><54>3<54><94><54><B1><54><BE><54><C2><54><DB><54><9F>hehehe got u! <FD>ur grave now<FE>what now<FD>they keep on<FD>coming!! <FE>i wont lose  <FE>u know who <FD>am punk<FE>not bad. but<FE>all talk huh<FE>dash then ram<FD>is a very<FD>good combo<FE>oh<FD>spirit<FD>is okay <FE>use up move<FD>n u focus on <FD>guard<FB>so hits miss <FD>see.	FE
00EEC7	03	46	エネルギーだんをうっている<FD>とちゅうでも<FD>キャンセルボタンをおすと<FB>うごけるようになるんだ！	while firing <FD>a blst<FD>press cancel<FB>u can move!!	FE
00EEF6	03	106	これいじょうきさまとあそん<FD>でいてもつまらん<FD>そろそろおわりにしてやる！<FE>ちょうしにのりやがって…<FE>ほんとうのオレさまの<FD>パワーをみせたときが<FD>きさまのさいごだ！<FE>も…もうゆるさんぞ…<FD>バラバラにくだいてやる！！	bored of this<FD>game now<FD>time 2 end it<FE>so cocky now<FE>when i shw<FD>my real pw<FD>u will en<FE>no mercy!!<FD>ill smash u!!	FE
00EF61	03	49	それじゃえんりょなく<FD>いくぞっ！<FE>れんぞくわざばかりじゃ<FD>あんまりけいけんちは<FD>あがらないのかな…	then here <FD>go!! <FE>combos only<FD>dont raise<FD>exp much.	FE
00EF93	03	33	てもあしもでんくせに<FD>よほどしにたいらしな！<FE>がははは<FD>どうだ！！	helpless n<FD>u want dead<FE>haha<FD>well!	FB
00EFB5	03	38	こうさんするなら<FD>いまのうちだぞ！<FE>こ…こいつそうぞういじょうに<FD>できるぞ！	give up <FD>if u wil<FE>he is better  <FD>more!	FE
00EFDC	03	97	さいごまでやってみなくちゃ<FD>わかるもんか<FE>ふん　せいぜいほえるがいい…<FD>すぐにだまらせてやる！<FE>く…けっこうきいた…<FD>せいめいりょくが<FD>だいぶおちてる<FE>は…はやくやっつけないと<FD>そろそろからだが	till the end <FD>who no<FE>hmph bark away<FD>ill hush u <FE>that hurt <FD>my healt<FD>is down<FE>i must win  <FD>my body 	FD
00F03E	03	49	きつくなってきた…<FE>…ゆだんしたか<FD>ひつよういじょうに<FD>ダメージをうけてしまった…<FD>おどろいたな！	gets bad <FE>carelss<FD>i took mr<FD>damage than i<FD>should!	FD
